Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
regulation of apoptotic process (GO:0042981),27/742,5.3846793076922415E-9,1.186085183454888E-6,0,0,4.215016562384983,80.2526849043923,MAGED1;ITSN1;CIB1;PIK3R1;EGFR;FOXO1;AQP1;RPS6KA3;CCND2;KDR;MAP3K20;FADD;CTSD;MEF2C;JUN;ANXA1;STAT1;HGF;PLK1;CXCL10;KRT18;BCL6;BCL3;CALR;SGK1;CRYAB;ARHGEF6
positive regulation of cell motility (GO:2000147),15/221,5.845183655629839E-9,1.186085183454888E-6,0,0,7.797230622314181,147.81715212112599,CCL11;HGF;CAV1;NEDD9;CIB1;EGFR;MYLK;CDH5;MMP14;CXCL12;PLAU;MDK;KIT;KDR;PECAM1
positive regulation of cell migration (GO:0030335),16/269,1.181881206935155E-8,2.2137544145285404E-6,0,0,6.792859314598445,123.99395563139248,NRP1;CCL11;HGF;CAV1;NEDD9;CIB1;EGFR;MYLK;CDH5;MMP14;CXCL12;PLAU;MDK;KIT;KDR;PECAM1
response to lipid (GO:0033993),11/114,1.794272371742721E-8,2.9251782101998497E-6,0,0,11.250142775556824,200.65845969783697,RPS6KA3;STAT5B;ANXA1;MAPKAPK2;SPP1;PPARG;CD36;ESR1;TLR4;S100A8;FOXO1
receptor signaling pathway via JAK-STAT (GO:0007259),7/31,1.8019578296918992E-8,2.9251782101998497E-6,0,0,30.202006980802793,538.5563591013042,GHR;STAT5A;STAT5B;STAT1;LEP;CCL2;PKD2
regulation of cell migration (GO:0030334),19/408,2.6027545067831027E-8,3.961067015010534E-6,0,0,5.297166491936063,92.51030060263835,ANXA1;CCL11;HGF;CAV1;NEDD9;CIB1;EGFR;MYLK;CDH5;MMP14;PARD6B;CXCL12;PLAU;MDK;KIT;KDR;PECAM1;AMOTL2;SGK1
positive regulation of cell-substrate adhesion (GO:0010811),9/70,2.9401758056364662E-8,4.012140609435341E-6,0,0,15.410616705698672,267.2541721991754,NRP1;MDK;AGR2;NEDD9;CIB1;CD36;CALR;UTRN;FBLN2
positive regulation of cellular biosynthetic process (GO:0031328),13/180,2.989674329992258E-8,4.012140609435341E-6,0,0,8.26201650752549,143.1437015250784,EGR1;SREBF1;HGF;IRS2;SORBS1;PKD2;KLF4;EGFR;ZEB2;BCL3;CD36;VIM;TLR4
extracellular structure organization (GO:0043062),14/216,3.420473666274007E-8,4.012140609435341E-6,0,0,7.382694791218253,126.91518046319828,COL17A1;VWF;LAMA4;LAMA3;BGN;LAMC1;DCN;MMP14;VCAN;COL1A2;ADAM12;KDR;SPP1;PECAM1
positive regulation of phosphorylation (GO:0042327),15/253,3.588416898479148E-8,4.012140609435341E-6,0,0,6.737842678054829,115.50663229424025,NRP1;HGF;CIB1;EGFR;C3;EFNA1;CCND2;CCND1;LEP;KIT;KDR;LEPR;PECAM1;FGFR3;MET
positive regulation of pri-miRNA transcription by RNA polymerase II (GO:1902895),7/34,3.595040249153743E-8,4.012140609435341E-6,0,0,26.84215629241807,460.10477122819685,EGR1;JUN;PPARG;FOS;NR3C1;KLF4;TEAD1
external encapsulating structure organization (GO:0045229),14/217,3.6249319674569815E-8,4.012140609435341E-6,0,0,7.345952023988006,125.85705904565475,COL17A1;VWF;LAMA4;LAMA3;BGN;LAMC1;DCN;MMP14;VCAN;COL1A2;ADAM12;KDR;SPP1;PECAM1
cellular response to lipid (GO:0071396),14/219,4.067394310681299E-8,4.210635095488911E-6,0,0,7.273541887592789,123.77879498474726,MEF2C;FZD4;LPL;NR3C1;ESR1;EGFR;AQP1;CXCL10;ZFP36;SPP1;SIRPA;CCL2;VIM;TLR4
positive regulation of protein localization to cell periphery (GO:1904377),8/52,4.150112619783731E-8,4.210635095488911E-6,0,0,18.90717703349282,321.37559760727345,LRP1;EPB41L2;AGR2;CIB1;PIK3R1;SORBS1;EGFR;SPTBN1
platelet degranulation (GO:0002576),11/125,4.704241454335557E-8,4.5819311765228325E-6,0,0,10.158926728586172,171.4036081764266,TF;F8;VWF;PROS1;HGF;PECAM1;F13A1;SERPING1;CD36;TIMP1;A2M
hemidesmosome assembly (GO:0031581),5/12,6.767389153245409E-8,6.3379202262125276E-6,0,0,73.26054774241302,1209.4265422430078,COL17A1;DST;LAMA3;KRT5;LAMC1
negative regulation of apoptotic process (GO:0043066),20/485,8.143904095958841E-8,7.344594990244363E-6,0,0,4.672465869276308,76.27058104918562,YAP1;MEF2C;ANXA1;HGF;CAV1;PLK1;CIB1;PIK3R1;KLF4;EGFR;FOXO1;AQP1;RPS6KA3;KRT18;CCND2;MDK;BCL3;KDR;CCL2;CRYAB
regulation of protein localization to plasma membrane (GO:1903076),9/80,9.628199695090452E-8,8.373095091980445E-6,0,0,13.233400402414487,213.79861156097772,MMP14;LRP1;AGR2;CIB1;PIK3R1;SORBS1;RHOQ;EGFR;SPTBN1
transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),18/404,1.1964917684351198E-7,1.0046405021170748E-5,0,0,5.030051813471503,80.17249640814084,NRP1;CAV2;HGF;ITSN1;NEDD9;IRS2;PIK3R1;SORBS1;EGFR;FOXO1;EFNA1;GHR;KIT;MAPKAPK2;KDR;FGFR3;MET;RHOQ
receptor signaling pathway via STAT (GO:0097696),6/25,1.3212136053676267E-7,1.0723850430233903E-5,0,0,32.53782894736842,515.3844038209337,GHR;STAT5A;STAT5B;STAT1;CCL2;PKD2
regulation of cell population proliferation (GO:0042127),25/764,1.6113679172050436E-7,1.2657035091594455E-5,0,0,3.7276979514576016,58.30496911684861,YAP1;IRS2;CIB1;PKD2;EGFR;CCND2;KDR;TIMP1;TNS2;STAT5A;STAT5B;TCF7L2;JUN;STAT1;LIFR;KLF4;CDC25B;TGFBR2;CXCL10;BCL6;KIT;PRTN3;CALR;SGK1;FGFR3
actin cytoskeleton reorganization (GO:0031532),8/63,1.9461643841090182E-7,1.480909461032956E-5,0,0,15.11732057416268,233.59639307464127,NRP1;ANXA1;GSN;KIT;S1PR1;NEDD9;PARVA;EZR
"negative regulation of transcription, DNA-templated (GO:0045892)",28/948,2.2578025654371003E-7,1.6659846202543452E-5,0,0,3.3804092071611254,51.732780643897264,YAP1;THRB;NR3C1;ETS2;FOXO1;ZFP36;MUC1;CCND1;TCF7L2;MEF2C;JUN;STAT1;ZBTB16;CAV1;PLK1;KLF4;SOX10;ESR1;RUNX2;EFNA1;PER1;ZEB2;BCL6;BCL3;PPARG;CALR;EZR;CRYAB
regulated exocytosis (GO:0045055),12/180,2.469351013187657E-7,1.7684910932682193E-5,0,0,7.539938556067589,114.71368291374411,SNAP25;TF;F8;VWF;PROS1;HGF;PECAM1;F13A1;SERPING1;CD36;TIMP1;A2M
positive regulation of cell population proliferation (GO:0008284),19/474,2.7011308903267113E-7,1.870860314863552E-5,0,0,4.513389403892197,68.26242006470478,YAP1;TCF7L2;MEF2C;STAT1;IRS2;CIB1;LIFR;LAMC1;EGFR;AQP1;CDC25B;TGFBR2;CCND2;MDK;KDR;PRTN3;CALR;TIMP1;FGFR3
regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893),7/45,2.7659536482582286E-7,1.870860314863552E-5,0,0,19.06144943510609,287.841423445167,EGR1;JUN;PPARG;FOS;NR3C1;KLF4;TEAD1
cellular response to organic cyclic compound (GO:0071407),11/150,3.046510929920091E-7,1.9706255799569373E-5,0,0,8.32120186203978,124.85213381234281,EGR1;MEF2C;GNG2;SPP1;CCL2;NR3C1;EZR;PKD2;ESR1;EGFR;AQP1
positive regulation of cell differentiation (GO:0045597),14/258,3.07530891327982E-7,1.9706255799569373E-5,0,0,6.098806129722024,91.44970908529766,YAP1;MEF2C;HGF;ZBTB16;LPL;RUNX2;TGFBR2;RPS6KA3;ZFP36;MDK;KDR;PPARG;CD36;BMPR1B
regulation of endothelial cell proliferation (GO:0001936),9/92,3.2566676648169297E-7,1.9895506211728285E-5,0,0,11.313253012048193,168.99048561307973,STAT5A;NRP1;NR4A1;CCL11;CAV2;STAT1;CAV1;LEP;KDR
negative regulation of transcription by RNA polymerase II (GO:0000122),23/684,3.268255640530314E-7,1.9895506211728285E-5,0,0,3.80586124918954,56.83612010945585,YAP1;TCF7L2;MEF2C;JUN;THRB;STAT1;ZBTB16;CAV1;PLK1;NR3C1;KLF4;SOX10;ESR1;ETS2;EFNA1;PER1;ZEB2;ZFP36;CCND1;BCL6;PPARG;CALR;EZR
positive regulation of epithelial cell proliferation (GO:0050679),10/123,4.0966617146029477E-7,2.433017384160531E-5,0,0,9.268028619845603,136.3134533864239,STAT5A;YAP1;NR4A1;NRP1;TCF7L2;CCL11;MDK;KDR;LAMC1;EGFR
regulation of G1/S transition of mitotic cell cycle (GO:2000045),8/71,4.996837587712732E-7,2.8969760776382145E-5,0,0,13.192314118629907,191.411116873356,CCND2;ANXA1;CCND1;FHL1;CCL2;PKD2;KLF4;EGFR
regulation of developmental growth (GO:0048638),6/31,5.227947078375185E-7,2.9604770083357152E-5,0,0,24.72125,357.5700629917922,GHR;STAT5A;STAT5B;LEP;AGR2;FGFR3
positive regulation of macromolecule biosynthetic process (GO:0010557),10/129,6.379283417189701E-7,3.530353436558392E-5,0,0,8.798051135347755,125.50455028530905,HGF;BCL3;KDR;CCL2;IRS2;SORBS1;VIM;KLF4;TLR4;EGFR
positive regulation of protein localization to plasma membrane (GO:1903078),7/52,7.69087244863321E-7,4.1616165360937484E-5,0,0,16.09063408958697,226.52493502437633,LRP1;AGR2;CIB1;PIK3R1;SORBS1;EGFR;SPTBN1
cellular response to hormone stimulus (GO:0032870),8/76,8.489805890601577E-7,4.494060292090182E-5,0,0,12.219195046439628,170.81493203288497,GHR;STAT5B;MEF2C;THRB;CAV1;LEP;LMO2;NR3C1
cell-substrate junction assembly (GO:0007044),6/34,9.316464805649271E-7,4.82672165994808E-5,0,0,22.069196428571427,306.45975617675214,COL17A1;DST;LAMA3;LAMC1;KRT5;SORBS1
cellular protein modification process (GO:0006464),28/1025,1.0743940619917934E-6,5.4304526746735294E-5,0,0,3.1066139595256357,42.69653715837936,CCL11;EPAS1;F13A1;UBE2L6;LAMC1;PRSS23;C3;SOCS3;GRK3;PPP2R1B;SPP1;MAP3K20;CCL2;ELOB;TIMP1;ANXA1;DUSP1;GOLM1;ZBTB16;PLK1;CDC25B;TGFBR2;TF;PTPRB;VCAN;MAPKAPK2;SGK1;BMPR1B
cellular response to peptide hormone stimulus (GO:0071375),9/106,1.0927810310431333E-6,5.4304526746735294E-5,0,0,9.673539518900343,132.78659432483192,NR4A1;PRKAR2B;CAV1;IRS2;PPARG;PIK3R1;SORBS1;FOXO1;RHOQ
positive regulation of gene expression (GO:0010628),18/482,1.5583660123192646E-6,7.357230953415468E-5,0,0,4.167672413793103,55.729585029387465,YAP1;EGR1;MEF2C;CALCOCO1;GSN;ANK2;PIK3R1;KLF4;EGFR;ACTA2;CDH5;BCL3;AGR2;SAA1;CD36;VIM;EZR;TLR4
positive regulation of protein modification process (GO:0031401),12/214,1.5614096860567374E-6,7.357230953415468E-5,0,0,6.259980836793357,83.69545237840438,C3;EFNA1;CDH5;CCND2;CCND1;HGF;LEP;KDR;LEPR;PECAM1;CIB1;EGFR
negative regulation of endothelial cell proliferation (GO:0001937),6/37,1.5711540434398533E-6,7.357230953415468E-5,0,0,19.930443548387096,266.3444714194521,MEF2C;CAV2;STAT1;CAV1;CCL2;PPARG
positive regulation of multicellular organismal process (GO:0051240),15/345,1.9051577083735967E-6,8.752941546961713E-5,0,0,4.836562344759066,63.70210033797829,ABCA1;LRP1;EPAS1;ZBTB16;CAV1;CXCR4;TGFBR2;GHR;FABP4;MDK;LEP;SAA1;LEPR;CD36;BMPR1B
MAPK cascade (GO:0000165),14/303,2.090269192979483E-6,9.425565712787113E-5,0,0,5.1373175868812995,67.18695779431147,MEF2C;HGF;IRS2;PIK3R1;EGFR;ZFP36;KIT;MAPKAPK2;KDR;MAP3K20;CCL2;FGFR3;MET;SPTBN1
cellular component assembly (GO:0022607),13/261,2.141989234595486E-6,9.483170520436379E-5,0,0,5.540584132519617,72.32554202430556,YAP1;GSN;NEDD9;PARVA;LAMC1;EPS8;PARD6B;ELOB;EZR;TEAD1;SPTBN1;RHOQ;SKAP2
positive regulation of intracellular signal transduction (GO:1902533),19/546,2.2367852132245814E-6,9.726021418217598E-5,0,0,3.8822575344789203,50.50999866160695,TCF7L2;VWF;CAV2;HGF;CAV1;IRS2;PIK3R1;ESR1;EGFR;DCN;LEP;KIT;KDR;S100A4;FADD;TLR4;FGFR3;MET;S100A8
regulation of nitric oxide biosynthetic process (GO:0045428),6/40,2.5308392617206704E-6,1.0811567723315495E-4,0,0,18.169117647058822,234.14468483515662,CAV1;SIRPA;CD36;PKD2;KLF4;TLR4
regulation of protein phosphorylation (GO:0001932),13/266,2.6409054525779766E-6,1.1087249615564437E-4,0,0,5.429697681871595,69.74114768598825,HGF;CIB1;EGFR;C3;EFNA1;CDH5;CCND2;CCND1;LEP;KDR;LEPR;PECAM1;SIRPA
cellular response to reactive oxygen species (GO:0034614),7/63,2.901377094648817E-6,1.1974327500796389E-4,0,0,12.922774869109947,164.76958043227262,JUN;ANXA1;SIRPA;FOS;PKD2;EGFR;AQP1
negative regulation of cell differentiation (GO:0045596),11/191,3.3191045330051363E-6,1.347003256311251E-4,0,0,6.412418300653595,80.89788638474869,ABCA1;EFNA1;YAP1;EFEMP1;CAV1;ZBTB16;DTX1;PPARG;CALR;FOXO1;EGFR
cellular response to organic substance (GO:0071310),9/123,3.789879562301891E-6,1.512845366263132E-4,0,0,8.223893065998329,102.66030715609328,GHR;STAT5B;MME;CXCR4;CCL2;CIB1;BMPR1B;KLF4;TGFBR2
regulation of epithelial cell proliferation (GO:0050678),8/93,3.972591110229302E-6,1.5602031215174758E-4,0,0,9.766934984520123,121.46250206029545,YAP1;TCF7L2;NR4A1;ZFP36;MAGED1;LEP;LAMC1;EGFR
response to lipopolysaccharide (GO:0032496),10/159,4.2796211505512765E-6,1.654107539935295E-4,0,0,7.015921747822362,86.72834149097507,RPS6KA3;CXCL10;ZFP36;MEF2C;MAPKAPK2;SIRPA;CCL2;VIM;TLR4;S100A8
positive regulation of protein phosphorylation (GO:0001934),15/371,4.626240134224852E-6,1.7601398010683614E-4,0,0,4.477343893903113,54.99864507844684,NRP1;HGF;CAV1;PLK1;CIB1;EGFR;C3;EFNA1;GHR;CCND2;CCND1;LEP;KDR;LEPR;PECAM1
positive regulation of protein kinase B signaling (GO:0051897),10/161,4.784797954236005E-6,1.7924589259330262E-4,0,0,6.922291108919262,84.79852820790728,TCF7L2;HGF;LEP;KIT;IRS2;PIK3R1;ESR1;FGFR3;MET;EGFR
regulation of receptor signaling pathway via JAK-STAT (GO:0046425),6/45,5.1541183941627675E-6,1.9015573166342937E-4,0,0,15.835737179487179,192.81141439354064,GHR;SOCS3;CAV1;LEP;BCL3;KIT
cell chemotaxis (GO:0060326),7/69,5.3814519193431955E-6,1.9270346211177475E-4,0,0,11.668637054551596,141.5703498791774,NRP1;NR4A1;CXCL12;HGF;KIT;CXCR4;PARVA
peptidyl-tyrosine phosphorylation (GO:0018108),7/69,5.3814519193431955E-6,1.9270346211177475E-4,0,0,11.668637054551596,141.5703498791774,GHR;EFEMP1;LEP;KIT;KDR;FGFR3;EGFR
negative regulation of programmed cell death (GO:0043069),15/381,6.372204888602424E-6,2.2487418701082465E-4,0,0,4.352772552181313,52.074677410092754,ANXA1;HGF;PLK1;CIB1;PIK3R1;EGFR;FOXO1;AQP1;RPS6KA3;KRT18;CCND2;BCL3;KDR;CRYAB;MET
gland development (GO:0048732),7/71,6.523628249812715E-6,2.2692906840419944E-4,0,0,11.302846858638743,134.95689410099627,ANXA1;MDK;CAV1;FADD;PKD2;EZR;MET
regulation of inflammatory response (GO:0050727),11/206,6.851249384549403E-6,2.3496890494898302E-4,0,0,5.914630467571644,70.33134128291896,CDH5;ANXA1;BCL6;MDK;SAA1;SIRPA;LPL;PPARG;KLF4;TLR4;S100A8
regulation of protein kinase B signaling (GO:0051896),11/207,7.173988571095833E-6,2.4262030792525488E-4,0,0,5.884153661464586,69.69808710173218,TCF7L2;HGF;LEP;KIT;IRS2;CIB1;PIK3R1;ESR1;FGFR3;MET;EGFR
positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731),9/134,7.651800354139615E-6,2.552347104428762E-4,0,0,7.496,88.30714970213764,EFNA1;GHR;SOCS3;NRP1;HGF;KIT;PECAM1;NEDD9;FGFR3
cellular response to low-density lipoprotein particle stimulus (GO:0071404),4/14,8.63062059498524E-6,2.802074819838542E-4,0,0,40.80824742268041,475.8320876289387,ABCA1;LPL;PPARG;CD36
response to UV-A (GO:0070141),4/14,8.63062059498524E-6,2.802074819838542E-4,0,0,40.80824742268041,475.8320876289387,MME;CCND1;TIMP1;EGFR
"regulation of blood coagulation, intrinsic pathway (GO:2000266)",3/5,9.41803553508877E-6,2.902605310906772E-4,0,0,152.30769230769232,1762.6392604178561,F8;SERPING1;A2M
renal tubule development (GO:0061326),3/5,9.41803553508877E-6,2.902605310906772E-4,0,0,152.30769230769232,1762.6392604178561,MEF2C;STAT1;PKD2
"negative regulation of blood coagulation, intrinsic pathway (GO:2000267)",3/5,9.41803553508877E-6,2.902605310906772E-4,0,0,152.30769230769232,1762.6392604178561,F8;SERPING1;A2M
negative regulation of vascular endothelial cell proliferation (GO:1905563),3/5,9.41803553508877E-6,2.902605310906772E-4,0,0,152.30769230769232,1762.6392604178561,MEF2C;CCL2;PPARG
protein phosphorylation (GO:0006468),17/496,9.536280282239908E-6,2.902605310906772E-4,0,0,3.788867230302541,43.80084746366326,CCL11;PLK1;EGFR;CDC25B;TGFBR2;RPS6KA3;GRK3;EFEMP1;KIT;MAPKAPK2;KDR;MAP3K20;CCL2;SGK1;BMPR1B;TLR4;FGFR3
positive regulation of growth (GO:0045927),7/76,1.0286135113750025E-5,3.0921900002446064E-4,0,0,10.481144244631611,120.3729406360067,RPS6KA3;MMP14;LEP;AGR2;CIB1;S100A8;EGFR
regulation of phosphatidylinositol 3-kinase signaling (GO:0014066),8/106,1.054295531516663E-5,3.13074343810131E-4,0,0,8.465735767991408,97.01777773831829,HGF;LEP;KIT;KDR;IRS2;PIK3R1;DCN;EGFR
transcription initiation from RNA polymerase II promoter (GO:0006367),9/140,1.0916097002758431E-5,3.2024935182791304E-4,0,0,7.150490730643402,81.6963020235062,YAP1;NR4A1;THRB;MAML2;E2F2;PPARG;NR3C1;ESR1;TEAD1
neutrophil migration (GO:1990266),7/77,1.1220811621420046E-5,3.214432505665625E-4,0,0,10.33089005235602,117.74880212697992,CXCL10;CCL11;PECAM1;SAA1;CCL2;PRTN3;S100A8
positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068),7/77,1.1220811621420046E-5,3.214432505665625E-4,0,0,10.33089005235602,117.74880212697992,HGF;LEP;KIT;KDR;IRS2;PIK3R1;DCN
response to peptide hormone (GO:0043434),6/52,1.2162633529714132E-5,3.4437224005644083E-4,0,0,13.421195652173912,151.88957877310764,STAT5A;STAT5B;ANXA1;STAT1;CAV1;LEP
regulation of fat cell differentiation (GO:0045598),7/80,1.4456481401863516E-5,4.0079084118714207E-4,0,0,9.90482679480743,110.38303184624559,YAP1;ZFP36;ZBTB16;LEP;LPL;PPARG;FOXO1
regulation of cell migration involved in sprouting angiogenesis (GO:0090049),5/32,1.4649028692261044E-5,4.0079084118714207E-4,0,0,18.97428516599501,211.20535865776438,ANXA1;KDR;CIB1;MEOX2;KLF4
positive regulation of glucose transmembrane transport (GO:0010828),5/32,1.4649028692261044E-5,4.0079084118714207E-4,0,0,18.97428516599501,211.20535865776438,C3;IRS2;PIK3R1;SORBS1;RHOQ
"regulation of transcription, DNA-templated (GO:0006355)",43/2244,1.4981205149760956E-5,4.053248282185326E-4,0,0,2.21847254180651,24.644377277787594,YAP1;CALCOCO1;MAGED1;EPAS1;MEOX2;NR3C1;EGFR;ETS2;FOXO1;RPS6KA3;EFEMP1;SPP1;E2F2;TEAD1;STAT5A;STAT5B;EGR1;SREBF1;TCF7L2;MEF2C;JUN;FZD4;STAT1;ZBTB16;RFX2;FOS;KLF4;SOX10;ESR1;RUNX2;FLI1;ACTA2;PER1;NR4A1;ZEB2;KLF6;MAF;BCL6;KIT;BCL3;PPARG;CALR;CRYAB
regulation of interleukin-1 production (GO:0032652),4/16,1.545021824146898E-5,4.1342067492282386E-4,0,0,34.00343642611684,376.686240929682,ANXA1;SAA1;SIRPA;TLR4
taurine metabolic process (GO:0019530),3/6,1.8698571000277073E-5,4.949023954964638E-4,0,0,101.53333333333333,1105.399842708434,GHR;STAT5A;STAT5B
cellular response to vascular endothelial growth factor stimulus (GO:0035924),5/34,1.9919104580258435E-5,5.138596113090491E-4,0,0,17.66392710380561,191.19136631828698,NRP1;NR4A1;ANXA1;MAPKAPK2;KDR
response to insulin (GO:0032868),7/84,1.9936428780458723E-5,5.138596113090491E-4,0,0,9.38838648262732,101.61014927663982,LEP;IRS2;PPARG;PIK3R1;SORBS1;RHOQ;FOXO1
positive regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045737),4/17,2.004791091349473E-5,5.138596113090491E-4,0,0,31.38620142743854,339.51664346912577,CCND2;CCND1;PKD2;EGFR
cellular response to glucocorticoid stimulus (GO:0071385),4/18,2.5576635816114396E-5,6.420526619818407E-4,0,0,29.142857142857142,308.15165463929964,ZFP36;ANXA1;NR3C1;AQP1
regulation of vascular endothelial cell proliferation (GO:1905562),4/18,2.5576635816114396E-5,6.420526619818407E-4,0,0,29.142857142857142,308.15165463929964,MEF2C;MDK;CCL2;PPARG
regulation of ERK1 and ERK2 cascade (GO:0070372),11/238,2.6460220438317998E-5,6.532028065842856E-4,0,0,5.072557657424203,53.46408847814661,NRP1;CCL11;KDR;SIRPA;CCL2;CIB1;CD36;EZR;TLR4;FGFR3;EGFR
positive regulation of substrate adhesion-dependent cell spreading (GO:1900026),5/36,2.6557321499730707E-5,6.532028065842856E-4,0,0,16.52264750125355,174.08600263012104,NRP1;MDK;NEDD9;CIB1;CALR
axonogenesis (GO:0007409),11/240,2.8575496414199508E-5,6.95813337685758E-4,0,0,5.027742101207295,52.605069402871464,EFNA1;NRP1;PARD6B;CXCL12;MAP1B;LAMA3;CXCR4;IRS2;PIK3R1;EZR;SPTBN1
regulation of glucose import (GO:0046324),5/37,3.046144302868773E-5,7.132078247582175E-4,0,0,16.00550518134715,166.4420300428516,LEP;IRS2;PIK3R1;SORBS1;RHOQ
negative regulation of epithelial cell apoptotic process (GO:1904036),5/37,3.046144302868773E-5,7.132078247582175E-4,0,0,16.00550518134715,166.4420300428516,YAP1;CDH5;TCF7L2;MDK;KDR
negative regulation of stress-activated MAPK cascade (GO:0032873),5/37,3.046144302868773E-5,7.132078247582175E-4,0,0,16.00550518134715,166.4420300428516,PER1;DUSP1;SIRPA;EZR;FOXO1
