Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Chemokine signaling pathway,22/192,3.50E-10,8.19E-09,0,0,5.930607704,129.1218116,VAV3;CCL14;STAT5B;CCL13;SHC3;CCL21;STAT1;CXCR4;GNG13;VAV2;ADCY5;CXCL10;GRK3;CXCL12;GNG2;GRK5;GNG7;CXCR2;RAC3;CCL2;CCL19;CCL16
Complement and coagulation cascades,15/85,5.56E-10,1.19E-08,0,0,9.71013289,206.932423,CR1;VWF;SERPINC1;PROS1;F12;PLAUR;F13A1;C4B;C3;C4A;VTN;PROC;SERPING1;A2M;F2RL2
AGE-RAGE signaling pathway in diabetic complications,16/100,6.71E-10,1.33E-08,0,0,8.645132645,182.6074703,STAT5A;EGR1;STAT5B;JUN;STAT1;PRKCA;SELE;FOXO1;AGT;TGFBR2;COL1A1;IL6;COL3A1;COL1A2;CCND1;CCL2
Breast cancer,19/147,7.29E-10,1.34E-08,0,0,6.769237823,142.4176404,TCF7L2;JUN;SHC3;FLT4;BRCA1;FOS;FGF1;BRCA2;FGF2;ESR1;GADD45G;FGF7;CCND1;KIT;ERBB2;E2F1;TNFSF11;E2F2;BAK1
Pancreatic cancer,14/76,1.16E-09,1.98E-08,0,0,10.21263378,210.1046037,CDKN2A;STAT1;BRCA2;PLD1;TGFBR2;GADD45G;RAD51;CCND1;ERBB2;E2F1;RAC3;E2F2;BAK1;ARHGEF6
Proteoglycans in cancer,22/205,1.23E-09,1.98E-08,0,0,5.505613042,112.9450694,VAV3;CAV2;HGF;CAV1;PLAUR;PRKCA;HOXD10;FGF2;ESR1;DCN;VAV2;PPP1CA;COL1A1;VTN;COL1A2;CCND1;ERBB2;KDR;SDC1;FLNC;EZR;MET
Kaposi sarcoma-associated herpesvirus infection,21/193,2.29E-09,3.46E-08,0,0,5.581436485,111.0441433,TCF7L2;JUN;STAT1;FOS;PTGS2;FGF2;GNG13;C3;RCAN1;ZFP36;IL6;GNG2;CCND1;GNG7;MAPKAPK2;IRF7;E2F1;E2F2;FADD;BAK1;IKBKE
Calcium signaling pathway,23/240,4.71E-09,6.73E-08,0,0,4.856989975,93.12133268,RET;PDE1A;HGF;FLT4;PDGFA;CXCR4;PRKCA;ADRB1;ADRB2;GRIN2C;FGF1;FGF2;ADRA1A;MYLK;GRIN2D;FGF7;ITPKA;ERBB2;KDR;CAMK1;FGFR4;FGFR3;MET
Melanoma,13/72,5.92E-09,7.89E-08,0,0,9.943816698,188.3870755,CDKN2A;HGF;PDGFA;MITF;FGF1;FGF2;GADD45G;FGF7;CCND1;E2F1;E2F2;BAK1;MET
Gastric cancer,18/149,6.14E-09,7.89E-08,0,0,6.250460339,118.1893864,TCF7L2;SHC3;HGF;FGF1;FGF2;GADD45G;TGFBR2;FGF7;CCND1;CCNE2;TERT;ERBB2;E2F1;RARB;E2F2;BAK1;MET;RXRG
MicroRNAs in cancer,26/310,7.82E-09,9.57E-08,0,0,4.210612121,78.5987238,PDGFA;IRS2;BRCA1;PTGS2;HOXD10;CCND2;CCND1;STMN1;ERBB2;E2F1;E2F2;BAK1;PAK4;CDKN2A;HMGA2;PRKCA;CDC25B;EFNA3;CCNE2;SPRY2;VIM;EZR;ZFPM2;FGFR3;MET;EZH2
Malaria,Nov-50,1.00E-08,1.17E-07,0,0,12.68320926,233.6291796,IL6;CR1;LRP1;HGF;IL18;PECAM1;CCL2;SDC1;CD36;MET;SELE
Epstein-Barr virus infection,20/202,2.78E-08,3.11E-07,0,0,5.009179056,87.14977398,JUN;STAT1;TAP1;GADD45G;SAP30;CCNA2;CXCL10;IL6;CCND2;CCND1;CCNE2;IRF7;E2F1;E2F2;FADD;CALR;BAK1;VIM;NFKBIE;IKBKE
Prolactin signaling pathway,Dec-70,4.20E-08,4.50E-07,0,0,9.316078681,158.2306186,STAT5A;SOCS3;STAT5B;CCND2;SHC3;CCND1;CISH;STAT1;ELF5;TNFSF11;FOS;ESR1
Viral protein interaction with cytokine and cytokine receptor,14/100,4.60E-08,4.72E-07,0,0,7.353531538,124.2416488,CCL14;CCL13;CCL21;IL18;CXCR4;IL2RG;CXCL10;IL6;CXCL12;CXCR2;LTA;CCL2;CCL19;CCL16
Human immunodeficiency virus 1 infection,20/212,6.25E-08,6.17E-07,0,0,4.745833333,78.72662692,JUN;CXCR4;TAP1;PRKCA;FOS;GNG13;CCNB2;GNG2;GNG7;CHEK1;CFL1;RAC3;ELOB;FADD;CALR;BAK1;PAK3;PAK5;AP1M2;PAK4
Cellular senescence,17/156,7.60E-08,7.23E-07,0,0,5.548174544,90.94860297,CDKN2A;GATA4;FOXO1;GADD45G;TGFBR2;PPP1CA;CCNA2;CCNB2;IL6;CCND2;CCND1;CCNE2;CHEK1;MAPKAPK2;E2F1;E2F2;E2F5
Regulation of actin cytoskeleton,20/218,9.91E-08,8.82E-07,0,0,4.600594177,74.19238355,CYFIP2;VAV3;PDGFA;CXCR4;FGF1;FGF2;MYLK;VAV2;PPP1CA;FGF7;CXCL12;CFL1;RAC3;EZR;PAK3;FGFR4;FGFR3;PAK5;ARHGEF6;PAK4
Chemical carcinogenesis,21/239,9.95E-08,8.82E-07,0,0,4.393251255,70.83138868,STAT5A;STAT5B;JUN;PRKCA;ADRB1;FOS;ADRB2;PTGS2;KLF4;FGF2;ESR1;ADCY5;RPS6KA3;FGF7;CCND1;E2F1;TNFSF11;PPARA;KPNA2;IKBKE;RXRG
Human papillomavirus infection,25/331,1.18E-07,1.01E-06,0,0,3.744358855,59.71845767,MAML2;LAMA1;LAMC1;PTGS2;FOXO1;VTN;PARD6B;CCND2;TERT;CCND1;E2F1;FADD;BAK1;IKBKE;TCF7L2;VWF;STAT1;MX1;TUBG1;COL1A1;CCNA2;COL1A2;COL2A1;DLG2;CCNE2
Human cytomegalovirus infection,20/225,1.66E-07,1.38E-06,0,0,4.441893831,69.33235376,CDKN2A;CXCR4;TAP1;PRKCA;PTGS2;GNG13;ADCY5;IL6;CXCL12;GNG2;CCND1;GNG7;CXCR2;E2F1;RAC3;CCL2;E2F2;FADD;CALR;BAK1
Cytokine-cytokine receptor interaction,23/295,2.17E-07,1.74E-06,0,0,3.863857332,59.28736865,CCL14;NGFR;CCL13;CCL21;IL18;CXCR4;LIFR;INHBA;IL2RG;TGFBR2;CXCL10;BMP2;IL6;CXCL12;CXCR2;LEPR;LTA;TNFSF11;CCL2;CCL19;BMPR1B;TNFRSF4;CCL16
Fluid shear stress and atherosclerosis,15/139,5.04E-07,3.81E-06,0,0,5.466335334,79.26243045,MEF2C;JUN;CAV2;DUSP1;CAV1;PDGFA;FOS;SELE;CDH5;KDR;PECAM1;SDC1;RAC3;CCL2;BMPR1B
Measles,15/139,5.04E-07,3.81E-06,0,0,5.466335334,79.26243045,STAT5A;STAT5B;JUN;STAT1;MX1;FOS;IL2RG;IL6;CCND2;CCND1;CCNE2;IRF7;FADD;BAK1;IKBKE
Hepatitis B,16/162,7.07E-07,5.19E-06,0,0,4.95807389,70.21770898,STAT5A;STAT5B;EGR2;JUN;STAT1;PRKCA;FOS;TGFBR2;CCNA2;IL6;CCNE2;IRF7;E2F1;E2F2;FADD;IKBKE
Chronic myeloid leukemia,Nov-76,9.12E-07,6.51E-06,0,0,7.599787309,105.6941744,STAT5A;STAT5B;SHC3;CCND1;MECOM;CDKN2A;E2F1;E2F2;BAK1;TGFBR2;GADD45G
Thyroid cancer,Aug-37,1.24E-06,8.59E-06,0,0,12.3260475,167.6789647,RET;TCF7L2;CCND1;TPM3;PPARG;BAK1;RXRG;GADD45G
Glutamatergic synapse,13/114,1.55E-06,1.05E-05,0,0,5.796250458,77.53319646,GRIA2;PLA2G4A;PRKCA;PLD1;GRIN2C;GNG13;GRIN2D;ADCY5;GRK3;GNG2;GNG7;HOMER3;GRIA4
Viral carcinogenesis,17/203,3.19E-06,2.10E-05,0,0,4.136179781,52.3473202,STAT5A;STAT5B;EGR2;JUN;CDKN2A;H4-16;CDC20;C3;CCNA2;CCND2;CCND1;CCNE2;CHEK1;MAPKAPK2;IRF7;PMAIP1;BAK1
Axon guidance,16/182,3.31E-06,2.13E-05,0,0,4.356222091,54.97018138,NRP1;CXCR4;PRKCA;SEMA3F;RND1;EFNA3;PARD6B;CXCL12;DPYSL2;CFL1;RAC3;BMPR1B;PAK3;MET;PAK5;PAK4
Insulin resistance,12/108,5.14E-06,3.22E-05,0,0,5.617494226,68.41051719,RPS6KA3;SOCS3;IL6;SLC27A6;IRS2;SLC2A4;CD36;PPARA;PPARGC1A;FOXO1;AGT;PPP1CA
Glioma,Oct-75,6.12E-06,3.64E-05,0,0,6.893015031,82.74066516,SHC3;CCND1;CDKN2A;E2F1;PDGFA;E2F2;PRKCA;BAK1;CAMK1;GADD45G
Small cell lung cancer,Nov-92,6.22E-06,3.64E-05,0,0,6.093588212,73.04597079,CCND1;CCNE2;LAMA1;E2F1;RARB;E2F2;LAMC1;BAK1;PTGS2;RXRG;GADD45G
Relaxin signaling pathway,13/129,6.23E-06,3.64E-05,0,0,5.042844029,60.44139386,JUN;SHC3;PRKCA;FOS;GNG13;TGFBR2;ADCY5;COL1A1;ACTA2;COL3A1;COL1A2;GNG2;GNG7
FoxO signaling pathway,13/131,7.39E-06,4.20E-05,0,0,4.956862053,58.56971984,PLK4;IRS2;SLC2A4;FOXO1;GADD45G;TGFBR2;CCNB2;IL6;CCND2;CCND1;S1PR1;HOMER3;SGK1
TNF signaling pathway,12/112,7.52E-06,4.20E-05,0,0,5.391685912,63.61264631,SOCS3;CXCL10;JUN;IL6;MMP14;BCL3;LTA;CCL2;FADD;FOS;PTGS2;SELE
Circadian entrainment,Nov-97,1.04E-05,5.70E-05,0,0,5.737836245,65.82125884,PER2;GRIA2;GNG2;GNG7;PRKCA;FOS;GRIN2C;GRIA4;GNG13;GRIN2D;ADCY5
Adipocytokine signaling pathway,Sep-69,2.14E-05,1.10E-04,0,0,6.706995413,72.1087078,SOCS3;LEPR;IRS2;SLC2A4;CD36;PPARA;NFKBIE;PPARGC1A;RXRG
Amphetamine addiction,Sep-69,2.14E-05,1.10E-04,0,0,6.706995413,72.1087078,GRIA2;JUN;PRKCA;FOS;GRIN2C;ADCY5;GRIA4;GRIN2D;PPP1CA
Renal cell carcinoma,Sep-69,2.14E-05,1.10E-04,0,0,6.706995413,72.1087078,ARNT2;JUN;EPAS1;HGF;ELOB;PAK3;MET;PAK5;PAK4
"Parathyroid hormone synthesis, secretion and action",11/106,2.44E-05,1.23E-04,0,0,5.191850594,55.15145135,EGR1;MEF2C;MMP14;TNFSF11;PRKCA;GATA3;FOS;PLD1;RXRG;RUNX2;ADCY5
Th17 cell differentiation,11/107,2.66E-05,1.31E-04,0,0,5.1375048,54.11894746,STAT5A;STAT5B;JUN;IL6;STAT1;GATA3;FOS;NFKBIE;IL2RG;RXRG;TGFBR2
Adherens junction,Sep-71,2.71E-05,1.31E-04,0,0,6.489974845,68.25712464,TCF7L2;PTPRB;ERBB2;RAC3;MET;SSX2IP;NECTIN3;NECTIN2;TGFBR2
cAMP signaling pathway,16/216,2.87E-05,1.37E-04,0,0,3.609324009,37.74434373,VAV3;GRIA2;JUN;ADRB1;FOS;ADRB2;GRIN2C;PLD1;SSTR2;GRIN2D;VAV2;ADCY5;PPP1CA;RAC3;PPARA;GRIA4
JAK-STAT signaling pathway,13/162,7.08E-05,3.31E-04,0,0,3.919307731,37.45109446,STAT5A;STAT5B;CISH;STAT1;PDGFA;LIFR;IL2RG;GFAP;SOCS3;IL6;CCND2;CCND1;LEPR
Progesterone-mediated oocyte maturation,10/100,7.80E-05,3.58E-04,0,0,4.971902937,47.02696285,CCNA2;RPS6KA3;CCNB2;KIF22;PKMYT1;BUB1;CDC25B;ADCY5;AURKA;MAD2L1
Lipid and atherosclerosis,15/215,1.00E-04,4.51E-04,0,0,3.375872093,31.09081858,VAV3;JUN;IL18;PRKCA;FOS;SELE;VAV2;IL6;IRF7;CCL2;PPARG;CD36;APOB;IKBKE;RXRG
Hepatocellular carcinoma,13/168,1.03E-04,4.55E-04,0,0,3.766427718,34.59368734,TCF7L2;SHC3;CDKN2A;HGF;PRKCA;GADD45G;TGFBR2;CCND1;TERT;E2F1;E2F2;BAK1;MET
ErbB signaling pathway,Sep-85,1.14E-04,4.96E-04,0,0,5.290650652,48.04677547,STAT5A;STAT5B;JUN;SHC3;ERBB2;PRKCA;PAK3;PAK5;PAK4
Acute myeloid leukemia,Aug-67,1.17E-04,4.99E-04,0,0,6.049257263,54.78773924,CCNA2;STAT5A;PER2;STAT5B;TCF7L2;CCND1;KIT;RUNX1T1
Colorectal cancer,Sep-86,1.25E-04,5.25E-04,0,0,5.221672823,46.94519709,TCF7L2;JUN;CCND1;RAC3;PMAIP1;FOS;BAK1;TGFBR2;GADD45G
Influenza A,13/172,1.30E-04,5.39E-04,0,0,3.670917773,32.84560277,STAT1;MX1;IL18;PRKCA;SOCS3;CXCL10;IL6;IRF7;CCL2;FADD;BAK1;KPNA2;IKBKE
ECM-receptor interaction,Sep-88,1.49E-04,6.07E-04,0,0,5.088955987,44.84611511,COL1A1;VTN;COL2A1;COL1A2;VWF;LAMA1;SDC1;LAMC1;CD36
Oxytocin signaling pathway,12/154,1.76E-04,7.07E-04,0,0,3.788764922,32.75069488,RCAN1;MEF2C;JUN;CCND1;PLA2G4A;PRKCA;FOS;CAMK1;PTGS2;MYLK;ADCY5;PPP1CA
Vascular smooth muscle contraction,11/133,1.93E-04,7.65E-04,0,0,4.037225202,34.51938745,ACTA2;PPP1R14A;PLA2G2A;PLA2G4A;PRKCA;ADRA1A;RAMP1;AGT;MYLK;ADCY5;PPP1CA
Th1 and Th2 cell differentiation,Sep-92,2.09E-04,8.09E-04,0,0,4.842710291,41.02492683,STAT5A;STAT5B;JUN;MAML2;STAT1;FOS;GATA3;IL2RG;NFKBIE
Hepatitis C,12/157,2.11E-04,8.09E-04,0,0,3.709803297,31.39875041,SOCS3;CXCL10;CCND1;STAT1;MX1;IRF7;E2F1;E2F2;FADD;BAK1;PPARA;IKBKE
p53 signaling pathway,Aug-73,2.14E-04,8.09E-04,0,0,5.489174441,46.38253747,CCNB2;CCND2;CCND1;CCNE2;CDKN2A;CHEK1;PMAIP1;GADD45G
Rheumatoid arthritis,Sep-93,2.27E-04,8.47E-04,0,0,4.784813237,40.1408135,JUN;IL6;CXCL12;IL18;CTLA4;TNFSF11;CCL2;FOS;TEK
Coronavirus disease,15/232,2.31E-04,8.48E-04,0,0,3.108670025,26.02885132,NRP1;JUN;VWF;STAT1;MX1;F13A1;PRKCA;FOS;C4B;C3;C4A;CXCL10;IL6;CCL2;IKBKE
IL-17 signaling pathway,Sep-94,2.47E-04,8.92E-04,0,0,4.728278467,39.28290844,CXCL10;JUN;IL6;CCL2;FOS;FADD;PTGS2;IKBKE;MAPK15
Bladder cancer,Jun-41,2.73E-04,9.60E-04,0,0,7.622518711,62.56217229,CCND1;CDKN2A;ERBB2;E2F1;E2F2;FGFR3
Homologous recombination,Jun-41,2.73E-04,9.60E-04,0,0,7.622518711,62.56217229,BARD1;BLM;RAD51;BRCA1;BRCA2;RAD54B
Pertussis,Aug-76,2.83E-04,9.84E-04,0,0,5.246197335,42.85796671,C4B;C3;C4A;JUN;IL6;CFL1;SERPING1;FOS
Hippo signaling pathway,12/163,2.99E-04,0.001022867,0,0,3.561292691,28.90606332,YAP1;TCF7L2;BMP2;PARD6B;CCND2;DLG2;CCND1;FGF1;BMPR1B;TEAD1;TGFBR2;PPP1CA
Prostate cancer,Sep-97,3.12E-04,0.001056393,0,0,4.566383445,36.85636572,TCF7L2;CCND1;CCNE2;ERBB2;E2F1;PDGFA;E2F2;ERG;FOXO1
"Growth hormone synthesis, secretion and action",10/119,3.30E-04,0.001101236,0,0,4.101233787,32.87792004,STAT5A;SOCS3;STAT5B;SHC3;STAT1;IRS2;PRKCA;FOS;SSTR2;ADCY5
Apoptosis,11/142,3.42E-04,0.00112715,0,0,3.758117283,29.99139428,SPTA1;NGFR;JUN;PARP1;PMAIP1;GZMB;FADD;FOS;BAK1;GADD45G;LMNB1
AMPK signaling pathway,10/120,3.53E-04,0.001148159,0,0,4.063740857,32.30358476,CCNA2;CCND1;LEPR;IRS2;PPARG;SLC2A4;CD36;PPARGC1A;ADRA1A;FOXO1
NF-kappa B signaling pathway,9/104,5.24E-04,0.001662628,0,0,4.228392081,31.9412009,CCL13;CXCL12;PARP1;CCL21;LTA;TNFSF11;CCL19;PTGS2;GADD45G
T cell receptor signaling pathway,9/104,5.24E-04,0.001662628,0,0,4.228392081,31.9412009,VAV3;JUN;CTLA4;FOS;NFKBIE;PAK3;PAK5;VAV2;PAK4
Oocyte meiosis,10/129,6.27E-04,0.001964157,0,0,3.754660485,27.6908054,CDC20;RPS6KA3;CCNB2;CCNE2;PKMYT1;BUB1;ADCY5;AURKA;PPP1CA;MAD2L1
Morphine addiction,Aug-91,9.56E-04,0.002960301,0,0,4.294780954,29.86032244,GRK3;GNG2;GRK5;PDE1A;GNG7;PRKCA;ADCY5;GNG13
Apelin signaling pathway,10/137,9.99E-04,0.003020721,0,0,3.516698344,24.29575994,ACTA2;EGR1;MEF2C;GNG2;CCND1;GNG7;PPARGC1A;MYLK;GNG13;ADCY5
Yersinia infection,10/137,9.99E-04,0.003020721,0,0,3.516698344,24.29575994,VAV3;RPS6KA3;JUN;IL6;IL18;RAC3;CCL2;FOS;SKAP2;VAV2
Leukocyte transendothelial migration,9/114,0.001017846,0.003041703,0,0,3.823722149,26.34570012,VAV3;CDH5;CXCL12;PECAM1;RHOH;CXCR4;PRKCA;EZR;VAV2
Fanconi anemia pathway,Jun-54,0.001227949,0.00362739,0,0,5.554384966,37.22776391,BLM;RAD51;FANCD2;FANCA;BRCA1;BRCA2
Endocytosis,14/252,0.001619699,0.004730258,0,0,2.636413266,16.94031221,CAV2;CAV1;CBLC;CXCR4;PLD1;IL2RG;TGFBR2;GRK3;PARD6B;GRK5;BIN1;CXCR2;FGFR4;FGFR3
Cell adhesion molecules,10/148,0.001789406,0.005167162,0,0,3.234549392,20.46134352,CDH5;CNTNAP2;VCAN;CNTN1;PECAM1;SDC1;CTLA4;SELE;NECTIN3;NECTIN2
VEGF signaling pathway,Jun-59,0.001951811,0.005573506,0,0,5.029097004,31.37652327,MAPKAPK2;KDR;RAC3;PLA2G4A;PRKCA;PTGS2
Amoebiasis,8/102,0.001997335,0.005579511,0,0,3.790057939,23.55877916,COL1A1;IL6;COL3A1;COL1A2;LAMA1;PRKCA;CTSG;LAMC1
Chagas disease,8/102,0.001997335,0.005579511,0,0,3.790057939,23.55877916,C3;JUN;IL6;CCL2;FADD;CALR;FOS;TGFBR2
Diabetic cardiomyopathy,12/203,0.002044359,0.005649464,0,0,2.809668331,17.39935198,COL1A1;COL3A1;COL1A2;PARP1;CMA1;PRKCA;CD36;SLC2A4;PPARA;AGT;PPP1CA;TGFBR2
Osteoclast differentiation,9/127,0.002163051,0.005913872,0,0,3.400190484,20.86437051,SOCS3;JUN;STAT1;SIRPA;TNFSF11;MITF;PPARG;FOS;TGFBR2
C-type lectin receptor signaling pathway,8/104,0.002257798,0.006044314,0,0,3.71071701,22.61075402,EGR2;JUN;IL6;STAT1;MAPKAPK2;BCL3;PTGS2;IKBKE
Toll-like receptor signaling pathway,8/104,0.002257798,0.006044314,0,0,3.71071701,22.61075402,CXCL10;JUN;IL6;STAT1;IRF7;FADD;FOS;IKBKE
Cushing syndrome,10/155,0.002513708,0.00666003,0,0,3.077288942,18.42064049,NR4A1;TCF7L2;CDKN2C;CCND1;CCNE2;CDKN2A;E2F1;E2F2;AGT;ADCY5
Cytosolic DNA-sensing pathway,Jun-63,0.002732446,0.007165701,0,0,4.675218799,27.59575014,CXCL10;IL6;IL18;IRF7;POLR2H;IKBKE
Dopaminergic synapse,9/132,0.002811122,0.007297559,0,0,3.261132244,19.15645041,GRIA2;GNG2;GNG7;PRKCA;FOS;GRIA4;GNG13;ADCY5;PPP1CA
HIF-1 signaling pathway,8/109,0.003026225,0.007777397,0,0,3.526111879,20.45299836,IL6;ERBB2;PRKCA;ELOB;TIMP1;TEK;ENO2;ALDOA
Inflammatory bowel disease,Jun-65,0.003200716,0.008144397,0,0,4.516273503,25.94319426,JUN;IL6;STAT1;IL18;GATA3;IL2RG
Long-term potentiation,Jun-67,0.003726337,0.009388907,0,0,4.36775085,24.42590272,RPS6KA3;GRIA2;PRKCA;GRIN2C;GRIN2D;PPP1CA
Serotonergic synapse,8/113,0.003776183,0.009422127,0,0,3.391086412,18.91901174,GNG2;DUSP1;GNG7;PLA2G4A;PRKCA;PTGS2;GNG13;ADCY5
Neuroactive ligand-receptor interaction,16/341,0.004272736,0.010457973,0,0,2.206777838,12.03907861,OPRD1;GRIA2;ADRB1;ADRB2;GRIN2C;SSTR2;ADRA1A;AGT;GRIN2D;C3;PYY;LEPR;S1PR1;CTSG;F2RL2;GRIA4
cGMP-PKG signaling pathway,10/167,0.004286709,0.010457973,0,0,2.84032506,15.48612237,OPRD1;MEF2C;IRS2;ADRB1;GATA4;ADRB2;ADRA1A;MYLK;ADCY5;PPP1CA
Renin secretion,Jun-69,0.004313405,0.010457973,0,0,4.228658206,23.02938931,PDE1A;ADRB1;ADRB2;AGT;AQP1;ADCY5
Cocaine addiction,May-49,0.004546965,0.010921214,0,0,5.038997934,27.17680414,GRIA2;JUN;GRIN2C;ADCY5;GRIN2D
GnRH signaling pathway,Jul-93,0.004721244,0.011234812,0,0,3.618004672,19.37688584,EGR1;MMP14;JUN;PLA2G4A;PRKCA;PLD1;ADCY5
Dilated cardiomyopathy,Jul-96,0.005614044,0.013236782,0,0,3.495510749,18.11542861,ACTC1;TPM3;LAMA1;ADRB1;DMD;AGT;ADCY5
Thyroid hormone signaling pathway,8/121,0.005699942,0.013317138,0,0,3.149713453,16.27551194,RCAN1;CCND1;STAT1;PRKCA;GATA4;ESR1;RXRG;FOXO1
Fc gamma R-mediated phagocytosis,Jul-97,0.00593801,0.01368115,0,0,3.456494165,17.71930652,VAV3;BIN1;CFL1;PLA2G4A;PRKCA;PLD1;VAV2
Phospholipase D signaling pathway,9/148,0.005962213,0.01368115,0,0,2.883374035,14.76954572,SHC3;KIT;CXCR2;PDGFA;PLA2G4A;PRKCA;PLD1;AGT;ADCY5
Choline metabolism in cancer,Jul-98,0.006275738,0.014273139,0,0,3.41833509,17.33459655,JUN;PDGFA;RAC3;PLA2G4A;PRKCA;FOS;PLD1
Adrenergic signaling in cardiomyocytes,9/150,0.006495732,0.014643886,0,0,2.842182315,14.3149638,ACTC1;TPM3;PRKCA;ADRB1;ADRB2;ADRA1A;AGT;ADCY5;PPP1CA
Platelet activation,8/124,0.006587018,0.014720554,0,0,3.067781899,15.40840851,COL1A1;COL3A1;COL1A2;VWF;PLA2G4A;MYLK;ADCY5;PPP1CA
Leishmaniasis,Jun-77,0.007358795,0.016261897,0,0,3.750649684,18.42266292,C3;JUN;CR1;STAT1;FOS;PTGS2
Regulation of lipolysis in adipocytes,May-55,0.00744423,0.016261897,0,0,4.432954545,21.72287848,IRS2;ADRB1;ADRB2;PTGS2;ADCY5
NOD-like receptor signaling pathway,10/181,0.007466552,0.016261897,0,0,2.605901727,12.76193973,JUN;IL6;STAT1;IL18;IRF7;TXNIP;CCL2;FADD;ANTXR2;IKBKE
DNA replication,Apr-36,0.008113164,0.017521707,0,0,5.533730159,26.64085648,FEN1;RFC4;POLE2;MCM4
