Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Prostate carcinoma,109/3145,2.0133211144729253E-37,9.753625653660198E-35,0,0,6.763386182291898,571.4781508309779,PROS1;F13A1;CIB1;IRS2;ANTXR2;NR3C1;ETS2;AQP1;MYLK;RPS6KA3;ZFP36;RGS2;CCND2;EFEMP1;CCND1;PLAU;KDR;LEPR;TNS1;HGF;LMO2;KRT8;TAP1;RUNX2;CDC25B;MAPKAPK2;TXNIP;S100A4;EZR;FKBP4;S100A8;EPAS1;MAGED1;LPL;PIK3R1;FOXO1;SOCS3;GRK3;FADD;A2M;ABCA1;STAT5A;STAT5B;EGR1;JUN;FZD4;ZBTB16;CAV1;PLK1;ESR1;FLI1;QKI;EFNA1;NR4A1;TF;CXCL12;BCL3;CALR;FGFR3;NRP1;ARF1;FHL1;LAMC1;AKAP12;GHR;MDK;TIMP1;TEAD1;CTSD;SREBF1;ANXA1;MME;DST;DUSP1;BGN;FOS;DCN;TGFBR2;MMP14;ZEB2;VCAN;KIT;PECAM1;PPARG;SGK1;TLR4;MET;YAP1;LRP1;NEDD9;CXCR4;EGFR;MUC1;AGR2;SPP1;E2F2;CCL2;TCF7L2;GSN;STAT1;GOLM1;KLF4;PER1;KRT19;KLF6;KRT18;FABP4;LEP;VIM
Malignant neoplasm of pancreas,86/1846,2.3613257861787766E-37,1.048625426212225E-34,0,0,7.87140827922078,663.8464356038219,NRP1;CIB1;IRS2;PKD2;ETS2;EPS8;GHR;CDH5;ZFP36;CCND2;EFEMP1;CCND1;ALDH2;PLAU;MDK;KDR;TIMP1;TEAD1;CTSD;SREBF1;MME;DUSP1;HGF;LMO2;KRT8;BGN;FOS;RUNX2;DCN;CDC25B;TGFBR2;MMP14;ZEB2;MAPKAPK2;PECAM1;TXNIP;PPARG;S100A4;EZR;FKBP4;UTRN;TLR4;MET;S100A8;YAP1;LRP1;EPAS1;MAGED1;NEDD9;CXCR4;FBLN2;EGFR;FOXO1;C3;SOCS3;MUC1;MAP3K20;AGR2;SPP1;SNCG;CCL2;DMD;FADD;ABCA1;STAT5B;EGR1;TCF7L2;JUN;GSN;STAT1;CAV1;PLK1;SORBS2;KLF4;ESR1;PER1;CXCL10;NR4A1;TF;KRT19;KRT18;CXCL12;LEP;VIM;CALR;FGFR3
Pancreatic carcinoma,86/1869,6.104049119331383E-37,2.502190596685918E-34,0,0,7.759965147023475,647.0778554595548,NRP1;SNAP25;CIB1;IRS2;PKD2;ETS2;EPS8;GHR;CDH5;ZFP36;CCND2;EFEMP1;CCND1;ALDH2;PLAU;MDK;KDR;TIMP1;TEAD1;CTSD;SREBF1;MME;DUSP1;HGF;LMO2;KRT8;BGN;FOS;RUNX2;DCN;CDC25B;TGFBR2;MMP14;ZEB2;MAPKAPK2;PECAM1;TXNIP;PPARG;S100A4;EZR;FKBP4;UTRN;TLR4;MET;S100A8;YAP1;EPAS1;MAGED1;NEDD9;CXCR4;FBLN2;EGFR;FOXO1;C3;SOCS3;MUC1;MAP3K20;AGR2;SPP1;SNCG;CCL2;DMD;FADD;STAT5B;EGR1;TCF7L2;JUN;GSN;STAT1;CAV1;PLK1;SORBS2;KLF4;ESR1;PER1;CXCL10;NR4A1;TF;KRT19;KRT18;CXCL12;BCL6;LEP;VIM;CALR;FGFR3
Tumor Progression,89/2090,8.216235106106699E-36,3.1274512057459004E-33,0,0,7.263748859515196,586.8161250780101,NRP1;PROS1;CIB1;IRS2;LAMC1;PRSS23;ETS2;EPS8;AKAP12;RGS4;RPS6KA3;ZFP36;CCND2;EFEMP1;CCND1;PLAU;MDK;KDR;LEPR;TIMP1;CTSD;SREBF1;ANXA1;MME;VWF;DUSP1;TPM3;HGF;LMO2;KRT8;BGN;FOS;RUNX2;DCN;TGFBR2;MMP14;ZEB2;VCAN;ADAM12;KIT;PPARG;S100A4;PRTN3;EZR;SGK1;TLR4;MET;S100A8;YAP1;LRP1;EPAS1;LAMA4;NEDD9;CXCR4;EGFR;SOCS3;MUC1;PPP4C;AGR2;SPP1;SNCG;CCL2;DMD;STAT5A;CA12;STAT5B;EGR1;JUN;FZD4;STAT1;CAV2;CAV1;PLK1;KLF4;ESR1;FLI1;EFNA1;PER1;CXCL10;NR4A1;KRT19;KLF6;KRT18;CXCL12;LEP;SAA1;VIM;CALR;FGFR3
Colon Carcinoma,88/2091,6.154421348195643E-35,2.1864607576356387E-32,0,0,7.108936595107339,559.9944484958529,NRP1;PROS1;FHL1;CIB1;IRS2;NR3C1;PKD2;ETS2;AQP1;EPS8;GHR;RPS6KA3;ZFP36;CCND1;PPP2R1B;PLAU;MDK;DPYSL2;KDR;LEPR;TIMP1;CD36;CTSD;MME;VWF;TPM3;HGF;KRT8;BGN;TAP1;LIFR;FOS;RUNX2;DCN;TGFBR2;MMP14;ZEB2;KIT;PECAM1;PPARG;S100A4;EZR;SGK1;FKBP4;TLR4;MET;YAP1;LRP1;CFH;EPAS1;NEDD9;CXCR4;PIK3R1;EGFR;FOXO1;SOCS3;MUC1;MAP3K20;SPP1;CCL2;MEST;SPTBN1;ABCA1;STAT5A;EGR1;TCF7L2;JUN;GSN;STAT1;CAV1;PLK1;SORBS1;KLF4;ESR1;FLI1;EFNA1;PER1;CXCL10;NR4A1;KRT19;KRT18;CXCL12;LEP;SAA1;AMOTL2;VIM;CALR;FGFR3
Malignant neoplasm of lung,94/2449,1.5525911726137736E-34,5.171098974286749E-32,0,0,6.69613751429038,521.2806982823673,NRP1;F13A1;CIB1;IRS2;MEOX2;NR3C1;ETS2;AQP1;MYLK;RPS6KA3;ZFP36;CCND2;EFEMP1;CCND1;PPP2R1B;ALDH2;PLAU;MDK;DPYSL2;KDR;LEPR;TIMP1;TEAD1;CTSD;ANXA1;MME;DST;DUSP1;HGF;KRT8;TAP1;KRT5;FOS;CDC25B;TGFBR2;MMP14;ZEB2;MAP1B;KIT;MAPKAPK2;PECAM1;SERPING1;TXNIP;PPARG;S100A4;EZR;TLR4;MET;S100A8;SKAP2;YAP1;LRP1;CFH;EPAS1;MAGED1;NEDD9;CXCR4;PIK3R1;EGFR;FOXO1;SOCS3;MUC1;MAP3K20;AGR2;SPP1;E2F2;SNCG;CCL2;FADD;A2M;STAT5A;CA12;STAT5B;EGR1;TCF7L2;JUN;GSN;STAT1;ZBTB16;CAV1;PLK1;KLF4;ESR1;QKI;EFNA1;PER1;NR4A1;KRT19;KLF6;KRT18;CXCL12;LEP;VIM;FGFR3
Vascular Diseases,45/401,1.7557059135795153E-34,5.427403365610921E-32,0,0,16.065763384005287,1248.7118149715336,CFH;CXCR4;LPL;CIB1;PKD2;EGFR;MYLK;SOCS3;ALDH2;KDR;S1PR1;SPP1;CCL2;DMD;TIMP1;ABCA1;STAT5A;STAT5B;EGR1;JUN;VWF;STAT1;HGF;CAV1;KRT8;BGN;FOS;KLF4;ESR1;FLI1;TGFBR2;ACTA2;NR4A1;MMP14;VCAN;FABP4;CXCL12;LEP;PECAM1;TXNIP;PPARG;S100A4;SGK1;TLR4;S100A8
melanoma,94/2454,1.8332381418839669E-34,5.427403365610921E-32,0,0,6.680035853976532,518.9172712067561,NRP1;TINAGL1;MAML2;CIB1;PRSS23;AQP1;SYNE1;GHR;CDH5;ZFP36;CCND1;PLAU;KDR;LEPR;TIMP1;CD36;TEAD1;CTSD;TNS1;ANXA1;MME;DST;VWF;DUSP1;HGF;BGN;TAP1;LIFR;FOS;SOX10;RUNX2;DCN;TGFBR2;MMP14;ZEB2;VCAN;DNAJC1;KIT;PECAM1;TXNIP;PPARG;S100A4;PRTN3;FKBP4;UTRN;TLR4;MET;SKAP2;YAP1;PPP1R15A;LRP1;EPAS1;MAGED1;NEDD9;CXCR4;LPL;EGFR;FOXO1;SOCS3;MUC1;GNG2;RASD1;SPP1;CCL2;DMD;FADD;A2M;ABCA1;STAT5B;EGR1;TCF7L2;JUN;GSN;FZD4;STAT1;ZBTB16;CAV1;PLK1;KLF4;ESR1;FLI1;EFNA1;CXCL10;RCAN1;NR4A1;TF;KLF6;CXCL12;BCL6;LEP;BCL3;VIM;CALR;FGFR3
Ovarian Carcinoma,89/2203,4.974956621275361E-34,1.3953444123566524E-31,0,0,6.831833213265864,523.888721733582,NRP1;PROS1;CIB1;IRS2;NR3C1;ETS2;AQP1;SYNE1;EPS8;AKAP12;RPS6KA3;RGS2;CCND2;EFEMP1;CCND1;PPP2R1B;ALDH2;PLAU;MDK;KDR;LEPR;SIRPA;TIMP1;TEAD1;CTSD;DST;DUSP1;HGF;KRT8;LIFR;KRT5;FOS;RUNX2;DCN;TGFBR2;MMP14;ZEB2;VCAN;ADAM12;KIT;PECAM1;PPARG;S100A4;SGK1;CRYAB;TLR4;MET;YAP1;PPP1R15A;LRP1;EPAS1;LAMA3;NEDD9;CXCR4;PIK3R1;EGFR;FOXO1;C3;MUC1;AGR2;SPP1;E2F2;SNCG;CCL2;FADD;MEST;ABCA1;STAT5A;STAT5B;EGR1;TCF7L2;JUN;STAT1;ZBTB16;CAV1;PLK1;KLF4;ESR1;EFNA1;KLF6;KRT18;FABP4;CXCL12;BCL6;LEP;BCL3;VIM;CALR;BMPR1B
Colorectal Cancer,106/3298,4.17150048940503E-33,1.1114963054019701E-30,0,0,5.99549144600632,447.0060492031451,PROS1;CIB1;IRS2;ANTXR2;NR3C1;ETS2;EPS8;CDH5;RPS6KA3;CCND2;EFEMP1;CCND1;PPP2R1B;PLAU;DPYSL2;KDR;LEPR;TNS1;TPM3;HGF;KRT8;TAP1;ANK2;LIFR;RUNX2;MAF;MAP1B;S100A4;EZR;S100A8;EPAS1;FBLN2;SOCS3;FADD;SPTBN1;ABCA1;STAT5A;STAT5B;EGR1;JUN;FZD4;CAV2;ZBTB16;CAV1;PLK1;ESR1;QKI;EFNA1;CXCL10;RCAN1;NR4A1;CXCL12;CALR;FGFR3;NRP1;LAMC1;PKD2;SYNE1;AKAP12;GHR;ALDH2;MDK;TIMP1;CD36;CTSD;CCT3;ANXA1;MME;DUSP1;BGN;FOS;DCN;TGFBR2;MMP14;ZEB2;VCAN;KIT;PECAM1;PPARG;SGK1;CRYAB;TLR4;MET;RHOQ;YAP1;LRP1;NEDD9;CXCR4;EGFR;MUC1;AGR2;SPP1;E2F2;SNCG;CCL2;DMD;TCF7L2;GSN;STAT1;SORBS1;KLF4;PER1;KRT19;KLF6;LEP;VIM
Malignant neoplasm of urinary bladder,65/1144,3.2100998369723283E-32,8.14601049105978E-30,0,0,8.48038771627865,614.9673653450915,NRP1;SNAP25;CIB1;NR3C1;ETS2;MYLK;RGS4;RGS2;EFEMP1;CCND1;ALDH2;PLAU;MDK;KDR;TIMP1;TEAD1;CTSD;ANXA1;HGF;BGN;KRT5;FOS;SOX10;DCN;MMP14;ZEB2;VCAN;ADAM12;MAPKAPK2;TXNIP;PPARG;S100A4;PRTN3;TLR4;MET;S100A8;YAP1;EPAS1;CXCR4;PIK3R1;EGFR;FOXO1;MUC1;AGR2;CCL2;EGR1;JUN;GSN;FZD4;STAT1;CAV2;CAV1;PLK1;KLF4;ESR1;EFNA1;CXCL10;KRT19;COL1A2;FABP4;CXCL12;KRT15;VIM;CALR;FGFR3
Malignant tumor of colon,83/2001,3.740602271917418E-32,9.060758866839964E-30,0,0,6.729709389309516,486.98516618234436,NRP1;FHL1;CIB1;IRS2;NR3C1;PKD2;ETS2;AQP1;EPS8;GHR;RPS6KA3;ZFP36;CCND2;CCND1;PPP2R1B;PLAU;MDK;KDR;LEPR;TIMP1;CD36;MME;TPM3;HGF;KRT8;BGN;TAP1;LIFR;FOS;RUNX2;DCN;TGFBR2;ACTA2;MMP14;ZEB2;KIT;PPARG;S100A4;EZR;CRYAB;TLR4;MET;YAP1;CFH;EPAS1;NEDD9;CXCR4;LPL;PIK3R1;EGFR;FOXO1;C3;SOCS3;MUC1;MAP3K20;SPP1;CCL2;A2M;MEST;SPTBN1;STAT5A;EGR1;TCF7L2;JUN;GSN;STAT1;CAV1;PLK1;SORBS1;KLF4;ESR1;FLI1;PER1;CXCL10;NR4A1;KRT19;CXCL12;LEP;SAA1;AMOTL2;VIM;CALR;FGFR3
Adenocarcinoma,77/1712,7.716210420358321E-32,1.7878124056560648E-29,0,0,7.070836808451487,506.55050370118136,NRP1;SNAP25;THRB;MAML2;PROS1;CIB1;NR3C1;ETS2;AQP1;SYNE1;CCND2;EFEMP1;CCND1;ALDH2;PLAU;KDR;TIMP1;CTSD;ANXA1;MME;DST;DUSP1;TPM3;HGF;KRT8;KRT5;FOS;RUNX2;TGFBR2;ACTA2;MMP14;ADAM12;KIT;PECAM1;PPARG;S100A4;TLR4;MET;S100A8;SKAP2;YAP1;COL17A1;LRP1;CFH;EPAS1;LAMA3;CXCR4;LPL;FBLN2;EGFR;SOCS3;MUC1;AGR2;SPP1;CCL2;FADD;MEST;STAT5A;STAT5B;EGR1;TCF7L2;JUN;GSN;STAT1;CAV1;PLK1;ESR1;EFNA1;KRT19;KLF6;KRT18;FABP4;CXCL12;LEP;VIM;CALR;FGFR3
Brain Neoplasms,51/646,1.2132199395907655E-31,2.693853774199662E-29,0,0,11.199416909620991,797.2513230733855,NRP1;LAMC1;CCND2;EFEMP1;CCND1;PLAU;MDK;KDR;SIRPA;TIMP1;HGF;KRT5;SOX10;DCN;TGFBR2;MMP14;VCAN;KIT;PECAM1;TXNIP;PPARG;S100A4;CRYAB;MET;YAP1;EPAS1;MAGED1;LAMA4;CXCR4;PIK3R1;EGFR;FOXO1;SOCS3;SPP1;CCL2;DMD;FADD;STAT5A;STAT5B;EGR1;TCF7L2;STAT1;CAV1;ESR1;NR4A1;TF;KLF6;CXCL12;BCL6;LEP;VIM
